DAY;IRRAD;TMIN;TMAX;VAP;WIND;RAIN;SNOW;;;;;;;;
09.01.2013;400000.0;2.9;7.8;9.3;4.5;0.45999999999999996;;;400000.0;2.9;7.8;9.3;4.5;0.45999999999999996;-999
10.01.2013;620000.0;0.2;5.1;6.7;4.7;0.12;;;620000.0;0.2;5.1;6.7;4.7;0.12;-999
11.01.2013;1110000.0;-3.6;0.8;4.7;2.6;0.0;;;1110000.0;-3.6;0.8;4.7;2.6;0.0;-999
12.01.2013;4150000.0;-6.3;1.3;4.3;1.2;0.0;;;4150000.0;-6.3;1.3;4.3;1.2;0.0;-999
13.01.2013;1600000.0;-4.1;-0.5;4.6;3.1;0.02;;;1600000.0;-4.1;-0.5;4.6;3.1;0.02;-999
14.01.2013;2080000.0;-8.9;-3.5;4.1;2.9;0.0;;;2080000.0;-8.9;-3.5;4.1;2.9;0.0;-999
15.01.2013;2060000.0;-10.9;-3.3;3.5;2.3;0.0;;;2060000.0;-10.9;-3.3;3.5;2.3;0.0;-999
16.01.2013;1170000.0;-6.3;-3.7;3.9;2.7;0.0;;;1170000.0;-6.3;-3.7;3.9;2.7;0.0;-999
17.01.2013;1670000.0;-4.8;-0.9;4.4;3.1;0.0;;;1670000.0;-4.8;-0.9;4.4;3.1;0.0;-999
18.01.2013;810000.0;-2.9;-0.9;4.7;4.2;0.01;;;810000.0;-2.9;-0.9;4.7;4.2;0.01;-999
19.01.2013;1270000.0;-6.0;-2.8;3.4;5.9;0.0;;;1270000.0;-6.0;-2.8;3.4;5.9;0.0;-999
20.01.2013;3730000.0;-9.0;-1.9;3.4;6.1;0.01;;;3730000.0;-9.0;-1.9;3.4;6.1;0.01;-999
21.01.2013;1990000.0;-5.9;-2.3;4.2;6.3;0.5;;;1990000.0;-5.9;-2.3;4.2;6.3;0.5;-999
22.01.2013;1400000.0;-6.5;-5.3;3.3;4.4;0.03;;;1400000.0;-6.5;-5.3;3.3;4.4;0.03;-999
23.01.2013;4980000.0;-7.5;-1.7;3.7;2.7;0.0;;;4980000.0;-7.5;-1.7;3.7;2.7;0.0;-999
24.01.2013;1810000.0;-5.3;-1.6;4.3;4.1;0.0;;;1810000.0;-5.3;-1.6;4.3;4.1;0.0;-999
25.01.2013;5400000.0;-13.1;-5.1;3.0;2.5;0.0;;;5400000.0;-13.1;-5.1;3.0;2.5;0.0;-999
26.01.2013;3540000.0;-10.3;0.4;3.7;4.6;0.03;;;3540000.0;-10.3;0.4;3.7;4.6;0.03;-999
27.01.2013;1130000.0;0.1;3.6;6.5;5.5;0.38;;;1130000.0;0.1;3.6;6.5;5.5;0.38;-999
28.01.2013;3310000.0;1.2;4.6;6.7;4.6;0.27999999999999997;;;3310000.0;1.2;4.6;6.7;4.6;0.27999999999999997;-999
29.01.2013;2300000.0;2.5;11.4;9.5;5.9;0.22000000000000003;;;2300000.0;2.5;11.4;9.5;5.9;0.22000000000000003;-999
30.01.2013;1960000.0;5.6;12.3;10.7;8.3;0.9800000000000001;;;1960000.0;5.6;12.3;10.7;8.3;0.9800000000000001;-999
31.01.2013;1570000.0;5.6;7.9;7.4;10.8;0.02;;;1570000.0;5.6;7.9;7.4;10.8;0.02;-999
01.02.2013;2140000.0;1.7;7.3;7.5;5.2;1.03;;;2140000.0;1.7;7.3;7.5;5.2;1.03;-999
02.02.2013;4800000.0;1.3;4.6;6.4;5.2;0.03;;;4800000.0;1.3;4.6;6.4;5.2;0.03;-999
03.02.2013;1880000.0;0.9;5.6;6.5;6.0;0.54;;;1880000.0;0.9;5.6;6.5;6.0;0.54;-999
04.02.2013;3560000.0;4.5;9.1;7.7;7.5;0.5700000000000001;;;3560000.0;4.5;9.1;7.7;7.5;0.5700000000000001;-999
05.02.2013;3420000.0;-0.5;5.4;6.3;6.1;0.9199999999999999;;;3420000.0;-0.5;5.4;6.3;6.1;0.9199999999999999;-999
06.02.2013;5910000.0;-3.2;4.6;6.0;2.9;0.06999999999999999;;;5910000.0;-3.2;4.6;6.0;2.9;0.06999999999999999;-999
07.02.2013;4480000.0;-1.7;3.0;5.7;3.4;0.02;;;4480000.0;-1.7;3.0;5.7;3.4;0.02;-999
08.02.2013;1910000.0;-1.1;0.8;5.1;2.9;0.0;;;1910000.0;-1.1;0.8;5.1;2.9;0.0;-999
09.02.2013;3520000.0;-6.1;1.1;4.9;2.0;0.09;;;3520000.0;-6.1;1.1;4.9;2.0;0.09;-999
10.02.2013;6980000.0;-6.5;1.3;4.4;3.2;0.0;;;6980000.0;-6.5;1.3;4.4;3.2;0.0;-999
11.02.2013;7450000.0;-4.7;1.1;4.0;6.2;0.0;;;7450000.0;-4.7;1.1;4.0;6.2;0.0;-999
12.02.2013;4550000.0;-2.2;2.0;4.9;4.3;0.0;;;4550000.0;-2.2;2.0;4.9;4.3;0.0;-999
13.02.2013;4240000.0;-3.4;1.4;4.6;2.2;0.0;;;4240000.0;-3.4;1.4;4.6;2.2;0.0;-999
14.02.2013;6890000.0;-5.0;1.0;4.4;4.9;0.03;;;6890000.0;-5.0;1.0;4.4;4.9;0.03;-999
15.02.2013;1250000.0;-1.4;1.6;6.1;2.8;0.16999999999999998;;;1250000.0;-1.4;1.6;6.1;2.8;0.16999999999999998;-999
16.02.2013;1480000.0;1.2;3.2;7.1;1.2;0.01;;;1480000.0;1.2;3.2;7.1;1.2;0.01;-999
17.02.2013;2140000.0;0.0;3.1;7.0;1.2;0.0;;;2140000.0;0.0;3.1;7.0;1.2;0.0;-999
18.02.2013;4180000.0;-0.5;3.5;6.4;1.7;0.06;;;4180000.0;-0.5;3.5;6.4;1.7;0.06;-999
19.02.2013;1800000.0;-1.1;3.5;6.0;4.3;0.05;;;1800000.0;-1.1;3.5;6.0;4.3;0.05;-999
20.02.2013;4480000.0;-1.3;1.5;4.6;4.3;0.0;;;4480000.0;-1.3;1.5;4.6;4.3;0.0;-999
21.02.2013;4770000.0;-2.2;0.9;4.3;4.7;0.0;;;4770000.0;-2.2;0.9;4.3;4.7;0.0;-999
22.02.2013;3680000.0;-3.4;-0.7;4.0;4.8;0.0;;;3680000.0;-3.4;-0.7;4.0;4.8;0.0;-999
23.02.2013;4150000.0;-4.4;0.6;4.4;5.7;0.05;;;4150000.0;-4.4;0.6;4.4;5.7;0.05;-999
24.02.2013;1370000.0;-0.6;1.5;6.1;5.1;0.09;;;1370000.0;-0.6;1.5;6.1;5.1;0.09;-999
25.02.2013;1400000.0;1.1;2.8;6.6;4.6;0.0;;;1400000.0;1.1;2.8;6.6;4.6;0.0;-999
26.02.2013;1720000.0;0.8;2.4;6.4;4.1;0.0;;;1720000.0;0.8;2.4;6.4;4.1;0.0;-999
27.02.2013;4060000.0;-2.8;4.0;5.8;2.2;0.0;;;4060000.0;-2.8;4.0;5.8;2.2;0.0;-999
28.02.2013;3660000.0;-4.9;3.3;5.9;2.0;0.0;;;3660000.0;-4.9;3.3;5.9;2.0;0.0;-999
01.03.2013;3100000.0;-3.3;3.8;6.0;4.4;0.0;;;3100000.0;-3.3;3.8;6.0;4.4;0.0;-999
02.03.2013;4640000.0;-6.2;2.8;5.4;3.2;0.0;;;4640000.0;-6.2;2.8;5.4;3.2;0.0;-999
03.03.2013;7930000.0;-2.7;7.1;6.2;4.2;0.0;;;7930000.0;-2.7;7.1;6.2;4.2;0.0;-999
04.03.2013;11160000.0;-4.3;9.2;5.7;2.6;0.0;;;11160000.0;-4.3;9.2;5.7;2.6;0.0;-999
05.03.2013;12610000.0;-0.4;12.7;5.8;2.6;0.0;;;12610000.0;-0.4;12.7;5.8;2.6;0.0;-999
06.03.2013;10860000.0;-2.8;14.6;6.3;2.4;0.0;;;10860000.0;-2.8;14.6;6.3;2.4;0.0;-999
07.03.2013;7340000.0;2.0;10.1;6.6;5.9;0.03;;;7340000.0;2.0;10.1;6.6;5.9;0.03;-999
08.03.2013;2070000.0;1.2;3.7;6.3;6.8;0.11000000000000001;;;2070000.0;1.2;3.7;6.3;6.8;0.11000000000000001;-999
09.03.2013;1400000.0;-0.2;1.3;5.9;6.2;0.7;;;1400000.0;-0.2;1.3;5.9;6.2;0.7;-999
10.03.2013;4270000.0;-3.0;-0.2;4.8;6.3;0.0;;;4270000.0;-3.0;-0.2;4.8;6.3;0.0;-999
11.03.2013;7420000.0;-4.7;-2.1;4.1;6.0;0.0;;;7420000.0;-4.7;-2.1;4.1;6.0;0.0;-999
12.03.2013;10010000.0;-10.3;-1.8;3.2;3.7;0.0;;;10010000.0;-10.3;-1.8;3.2;3.7;0.0;-999
13.03.2013;10290000.0;-11.7;0.7;3.8;2.0;0.06;;;10290000.0;-11.7;0.7;3.8;2.0;0.06;-999
14.03.2013;12010000.0;-8.6;-0.1;3.6;3.4;0.0;;;12010000.0;-8.6;-0.1;3.6;3.4;0.0;-999
15.03.2013;14860000.0;-10.8;1.6;3.4;2.7;0.0;;;14860000.0;-10.8;1.6;3.4;2.7;0.0;-999
16.03.2013;7940000.0;-1.0;6.6;4.8;5.5;0.03;;;7940000.0;-1.0;6.6;4.8;5.5;0.03;-999
17.03.2013;3480000.0;-0.8;2.2;5.0;7.0;0.15;;;3480000.0;-0.8;2.2;5.0;7.0;0.15;-999
18.03.2013;10940000.0;-0.9;4.9;6.1;6.1;0.0;;;10940000.0;-0.9;4.9;6.1;6.1;0.0;-999
19.03.2013;4500000.0;-1.6;1.8;5.0;4.0;0.0;;;4500000.0;-1.6;1.8;5.0;4.0;0.0;-999
20.03.2013;5220000.0;-2.1;1.6;4.7;4.5;0.0;;;5220000.0;-2.1;1.6;4.7;4.5;0.0;-999
21.03.2013;8220000.0;-2.3;2.7;5.2;3.0;0.0;;;8220000.0;-2.3;2.7;5.2;3.0;0.0;-999
22.03.2013;7170000.0;-3.8;1.9;4.3;5.7;0.0;;;7170000.0;-3.8;1.9;4.3;5.7;0.0;-999
23.03.2013;14760000.0;-5.3;-0.4;2.4;8.7;0.0;;;14760000.0;-5.3;-0.4;2.4;8.7;0.0;-999
24.03.2013;17690000.0;-6.8;2.7;2.3;8.1;0.0;;;17690000.0;-6.8;2.7;2.3;8.1;0.0;-999
25.03.2013;17480000.0;-4.2;3.2;3.2;8.1;0.0;;;17480000.0;-4.2;3.2;3.2;8.1;0.0;-999
26.03.2013;15210000.0;-4.3;4.8;3.4;6.6;0.0;;;15210000.0;-4.3;4.8;3.4;6.6;0.0;-999
27.03.2013;17810000.0;-4.6;5.6;3.4;5.7;0.0;;;17810000.0;-4.6;5.6;3.4;5.7;0.0;-999
28.03.2013;4640000.0;-3.0;1.2;4.7;4.4;0.0;;;4640000.0;-3.0;1.2;4.7;4.4;0.0;-999
29.03.2013;3830000.0;-1.6;1.7;5.4;2.7;0.02;;;3830000.0;-1.6;1.7;5.4;2.7;0.02;-999
30.03.2013;7160000.0;-1.0;3.8;5.6;2.4;0.02;;;7160000.0;-1.0;3.8;5.6;2.4;0.02;-999
31.03.2013;9820000.0;-1.2;5.0;4.9;3.5;0.0;;;9820000.0;-1.2;5.0;4.9;3.5;0.0;-999
01.04.2013;18800000.0;-6.4;7.9;3.8;2.9;0.0;;;18800000.0;-6.4;7.9;3.8;2.9;0.0;-999
02.04.2013;19820000.0;-5.7;8.0;3.6;3.8;0.0;;;19820000.0;-5.7;8.0;3.6;3.8;0.0;-999
03.04.2013;19680000.0;-2.6;7.5;4.0;5.4;0.0;;;19680000.0;-2.6;7.5;4.0;5.4;0.0;-999
04.04.2013;15140000.0;-1.8;7.3;4.9;5.9;0.0;;;15140000.0;-1.8;7.3;4.9;5.9;0.0;-999
05.04.2013;3580000.0;-0.5;3.8;5.6;4.4;0.0;;;3580000.0;-0.5;3.8;5.6;4.4;0.0;-999
06.04.2013;14750000.0;-2.9;9.4;4.9;3.7;0.0;;;14750000.0;-2.9;9.4;4.9;3.7;0.0;-999
07.04.2013;17100000.0;-3.3;9.4;5.3;2.7;0.0;;;17100000.0;-3.3;9.4;5.3;2.7;0.0;-999
08.04.2013;15610000.0;-3.0;10.8;5.5;4.4;0.0;;;15610000.0;-3.0;10.8;5.5;4.4;0.0;-999
09.04.2013;9150000.0;1.8;8.5;6.5;5.4;0.24;;;9150000.0;1.8;8.5;6.5;5.4;0.24;-999
10.04.2013;6740000.0;2.6;10.4;8.6;3.4;0.13999999999999999;;;6740000.0;2.6;10.4;8.6;3.4;0.13999999999999999;-999
11.04.2013;4500000.0;0.5;11.2;9.8;3.0;0.5700000000000001;;;4500000.0;0.5;11.2;9.8;3.0;0.5700000000000001;-999
12.04.2013;11140000.0;6.5;14.1;9.8;4.3;0.53;;;11140000.0;6.5;14.1;9.8;4.3;0.53;-999
13.04.2013;7680000.0;5.4;11.9;9.1;5.2;0.0;;;7680000.0;5.4;11.9;9.1;5.2;0.0;-999
14.04.2013;6890000.0;7.0;16.7;11.6;4.0;0.0;;;6890000.0;7.0;16.7;11.6;4.0;0.0;-999
15.04.2013;14570000.0;8.3;22.2;12.1;3.1;0.06;;;14570000.0;8.3;22.2;12.1;3.1;0.06;-999
16.04.2013;15070000.0;7.1;19.9;11.5;3.8;0.0;;;15070000.0;7.1;19.9;11.5;3.8;0.0;-999
17.04.2013;15120000.0;6.5;18.3;12.5;3.5;0.0;;;15120000.0;6.5;18.3;12.5;3.5;0.0;-999
18.04.2013;19420000.0;9.2;17.9;8.4;7.8;0.0;;;19420000.0;9.2;17.9;8.4;7.8;0.0;-999
19.04.2013;11130000.0;1.9;12.8;8.3;5.6;0.03;;;11130000.0;1.9;12.8;8.3;5.6;0.03;-999
20.04.2013;17060000.0;-1.2;11.4;6.5;3.5;0.0;;;17060000.0;-1.2;11.4;6.5;3.5;0.0;-999
21.04.2013;19810000.0;0.9;16.3;7.3;2.8;0.0;;;19810000.0;0.9;16.3;7.3;2.8;0.0;-999
22.04.2013;19730000.0;7.7;16.3;7.2;2.9;0.0;;;19730000.0;7.7;16.3;7.2;2.9;0.0;-999
23.04.2013;5730000.0;4.2;14.7;9.2;5.1;0.0;;;5730000.0;4.2;14.7;9.2;5.1;0.0;-999
24.04.2013;18030000.0;3.7;21.6;10.3;3.8;0.0;;;18030000.0;3.7;21.6;10.3;3.8;0.0;-999
25.04.2013;15200000.0;11.4;21.1;13.3;2.3;0.0;;;15200000.0;11.4;21.1;13.3;2.3;0.0;-999
26.04.2013;2810000.0;4.7;13.7;10.7;3.4;0.9199999999999999;;;2810000.0;4.7;13.7;10.7;3.4;0.9199999999999999;-999
27.04.2013;12560000.0;0.0;10.0;7.3;4.3;0.0;;;12560000.0;0.0;10.0;7.3;4.3;0.0;-999
28.04.2013;18000000.0;-0.1;11.9;6.8;2.2;0.0;;;18000000.0;-0.1;11.9;6.8;2.2;0.0;-999
29.04.2013;13740000.0;2.1;12.0;7.5;5.2;0.0;;;13740000.0;2.1;12.0;7.5;5.2;0.0;-999
30.04.2013;18350000.0;2.3;14.3;7.1;3.7;0.0;;;18350000.0;2.3;14.3;7.1;3.7;0.0;-999
01.05.2013;25980000.0;1.0;16.8;7.1;3.0;0.0;;;25980000.0;1.0;16.8;7.1;3.0;0.0;-999
02.05.2013;11840000.0;7.7;16.4;7.6;3.9;0.0;;;11840000.0;7.7;16.4;7.6;3.9;0.0;-999
03.05.2013;17160000.0;7.1;18.7;7.6;2.4;0.0;;;17160000.0;7.1;18.7;7.6;2.4;0.0;-999
04.05.2013;24120000.0;5.7;20.7;9.3;3.2;0.0;;;24120000.0;5.7;20.7;9.3;3.2;0.0;-999
05.05.2013;23970000.0;4.6;20.0;9.4;2.7;0.0;;;23970000.0;4.6;20.0;9.4;2.7;0.0;-999
06.05.2013;18830000.0;5.7;23.2;10.5;2.5;0.0;;;18830000.0;5.7;23.2;10.5;2.5;0.0;-999
07.05.2013;10100000.0;8.8;20.8;13.1;3.5;0.16;;;10100000.0;8.8;20.8;13.1;3.5;0.16;-999
08.05.2013;16320000.0;12.8;21.3;14.2;3.7;0.1;;;16320000.0;12.8;21.3;14.2;3.7;0.1;-999
09.05.2013;14590000.0;7.0;19.0;13.1;3.6;0.01;;;14590000.0;7.0;19.0;13.1;3.6;0.01;-999
10.05.2013;12750000.0;7.3;16.5;10.1;4.6;0.02;;;12750000.0;7.3;16.5;10.1;4.6;0.02;-999
11.05.2013;14620000.0;6.8;16.6;10.4;4.0;0.22999999999999998;;;14620000.0;6.8;16.6;10.4;4.0;0.22999999999999998;-999
12.05.2013;15420000.0;6.5;12.9;9.9;3.9;0.41;;;15420000.0;6.5;12.9;9.9;3.9;0.41;-999
13.05.2013;6840000.0;6.1;14.2;11.1;3.9;0.26;;;6840000.0;6.1;14.2;11.1;3.9;0.26;-999
14.05.2013;18400000.0;7.6;14.9;9.2;4.2;0.0;;;18400000.0;7.6;14.9;9.2;4.2;0.0;-999
15.05.2013;18460000.0;9.4;22.8;12.9;3.9;0.04;;;18460000.0;9.4;22.8;12.9;3.9;0.04;-999
16.05.2013;18050000.0;9.6;21.0;14.6;3.7;1.5699999999999998;;;18050000.0;9.6;21.0;14.6;3.7;1.5699999999999998;-999
17.05.2013;8680000.0;11.7;16.5;15.0;3.5;2.4;;;8680000.0;11.7;16.5;15.0;3.5;2.4;-999
18.05.2013;3310000.0;9.1;11.7;12.1;3.0;0.52;;;3310000.0;9.1;11.7;12.1;3.0;0.52;-999
19.05.2013;8700000.0;7.2;14.7;12.0;1.7;0.0;;;8700000.0;7.2;14.7;12.0;1.7;0.0;-999
20.05.2013;4370000.0;11.0;14.5;13.5;1.5;0.22000000000000003;;;4370000.0;11.0;14.5;13.5;1.5;0.22000000000000003;-999
21.05.2013;9500000.0;9.0;15.9;13.1;3.2;1.16;;;9500000.0;9.0;15.9;13.1;3.2;1.16;-999
22.05.2013;8490000.0;3.3;10.9;8.9;8.2;0.05;;;8490000.0;3.3;10.9;8.9;8.2;0.05;-999
23.05.2013;9900000.0;5.1;9.9;8.4;2.8;1.47;;;9900000.0;5.1;9.9;8.4;2.8;1.47;-999
24.05.2013;16150000.0;4.4;12.4;8.2;1.9;0.0;;;16150000.0;4.4;12.4;8.2;1.9;0.0;-999
25.05.2013;9370000.0;4.5;12.1;9.9;4.6;0.73;;;9370000.0;4.5;12.1;9.9;4.6;0.73;-999
26.05.2013;9040000.0;8.8;13.8;12.0;6.8;1.1;;;9040000.0;8.8;13.8;12.0;6.8;1.1;-999
27.05.2013;5490000.0;8.8;12.7;11.9;3.4;0.75;;;5490000.0;8.8;12.7;11.9;3.4;0.75;-999
28.05.2013;21710000.0;7.8;20.0;12.5;2.0;0.12;;;21710000.0;7.8;20.0;12.5;2.0;0.12;-999
29.05.2013;16360000.0;11.1;17.6;13.0;2.7;0.37;;;16360000.0;11.1;17.6;13.0;2.7;0.37;-999
30.05.2013;13180000.0;11.4;18.4;13.7;2.7;0.02;;;13180000.0;11.4;18.4;13.7;2.7;0.02;-999
31.05.2013;26560000.0;11.5;21.8;14.3;6.3;0.0;;;26560000.0;11.5;21.8;14.3;6.3;0.0;-999
01.06.2013;4890000.0;10.0;12.6;12.2;7.0;0.0;;;4890000.0;10.0;12.6;12.2;7.0;0.0;-999
02.06.2013;23670000.0;6.5;14.4;9.2;7.8;0.0;;;23670000.0;6.5;14.4;9.2;7.8;0.0;-999
03.06.2013;26190000.0;6.3;15.4;10.0;6.1;0.0;;;26190000.0;6.3;15.4;10.0;6.1;0.0;-999
04.06.2013;26460000.0;8.5;21.3;11.1;4.2;0.0;;;26460000.0;8.5;21.3;11.1;4.2;0.0;-999
05.06.2013;26420000.0;8.8;21.7;10.1;2.6;0.0;;;26420000.0;8.8;21.7;10.1;2.6;0.0;-999
06.06.2013;28760000.0;9.0;23.8;10.9;2.5;0.0;;;28760000.0;9.0;23.8;10.9;2.5;0.0;-999
07.06.2013;27550000.0;10.7;24.4;11.7;2.9;0.0;;;27550000.0;10.7;24.4;11.7;2.9;0.0;-999
08.06.2013;29660000.0;11.1;20.6;12.4;4.1;0.0;;;29660000.0;11.1;20.6;12.4;4.1;0.0;-999
09.06.2013;23450000.0;10.0;19.2;11.3;4.0;0.0;;;23450000.0;10.0;19.2;11.3;4.0;0.0;-999
10.06.2013;25540000.0;5.1;19.8;11.1;3.2;0.0;;;25540000.0;5.1;19.8;11.1;3.2;0.0;-999
11.06.2013;24370000.0;6.8;20.2;10.9;2.2;0.0;;;24370000.0;6.8;20.2;10.9;2.2;0.0;-999
12.06.2013;15640000.0;9.1;24.3;14.5;3.4;0.21000000000000002;;;15640000.0;9.1;24.3;14.5;3.4;0.21000000000000002;-999
13.06.2013;9770000.0;12.3;22.1;17.6;4.3;0.85;;;9770000.0;12.3;22.1;17.6;4.3;0.85;-999
14.06.2013;19090000.0;10.8;18.8;12.7;5.0;0.0;;;19090000.0;10.8;18.8;12.7;5.0;0.0;-999
15.06.2013;23300000.0;9.2;21.5;12.1;4.8;0.22999999999999998;;;23300000.0;9.2;21.5;12.1;4.8;0.22999999999999998;-999
16.06.2013;21800000.0;9.7;20.4;10.9;4.8;0.0;;;21800000.0;9.7;20.4;10.9;4.8;0.0;-999
17.06.2013;25190000.0;10.4;23.9;13.5;2.8;0.0;;;25190000.0;10.4;23.9;13.5;2.8;0.0;-999
18.06.2013;24300000.0;14.7;28.4;17.4;2.5;0.0;;;24300000.0;14.7;28.4;17.4;2.5;0.0;-999
19.06.2013;14200000.0;18.0;28.3;20.6;3.8;2.2199999999999998;;;14200000.0;18.0;28.3;20.6;3.8;2.2199999999999998;-999
20.06.2013;18770000.0;16.6;27.7;20.8;2.4;4.2700000000000005;;;18770000.0;16.6;27.7;20.8;2.4;4.2700000000000005;-999
21.06.2013;10120000.0;14.3;19.9;17.9;5.0;0.65;;;10120000.0;14.3;19.9;17.9;5.0;0.65;-999
22.06.2013;17310000.0;14.3;21.8;15.6;5.1;0.08;;;17310000.0;14.3;21.8;15.6;5.1;0.08;-999
23.06.2013;20020000.0;12.7;19.0;14.2;5.3;0.06;;;20020000.0;12.7;19.0;14.2;5.3;0.06;-999
24.06.2013;13290000.0;11.8;18.2;14.1;4.1;0.09;;;13290000.0;11.8;18.2;14.1;4.1;0.09;-999
25.06.2013;12860000.0;10.3;15.2;11.7;5.5;0.0;;;12860000.0;10.3;15.2;11.7;5.5;0.0;-999
26.06.2013;19480000.0;9.2;16.2;9.9;5.9;0.03;;;19480000.0;9.2;16.2;9.9;5.9;0.03;-999
27.06.2013;12430000.0;8.5;14.3;11.6;3.7;0.11000000000000001;;;12430000.0;8.5;14.3;11.6;3.7;0.11000000000000001;-999
28.06.2013;6250000.0;9.9;13.9;12.6;3.9;0.82;;;6250000.0;9.9;13.9;12.6;3.9;0.82;-999
29.06.2013;14340000.0;6.7;16.2;12.7;5.1;0.06;;;14340000.0;6.7;16.2;12.7;5.1;0.06;-999
30.06.2013;11430000.0;6.1;17.7;13.0;3.3;0.0;;;11430000.0;6.1;17.7;13.0;3.3;0.0;-999
01.07.2013;19720000.0;12.1;21.6;15.0;4.1;0.0;;;19720000.0;12.1;21.6;15.0;4.1;0.0;-999
02.07.2013;23520000.0;9.5;20.7;12.6;1.9;0.02;;;23520000.0;9.5;20.7;12.6;1.9;0.02;-999
03.07.2013;16520000.0;15.4;24.0;17.7;3.0;0.22999999999999998;;;16520000.0;15.4;24.0;17.7;3.0;0.22999999999999998;-999
04.07.2013;10940000.0;16.1;21.9;17.8;2.8;0.0;;;10940000.0;16.1;21.9;17.8;2.8;0.0;-999
05.07.2013;14270000.0;11.2;22.0;16.3;2.8;0.0;;;14270000.0;11.2;22.0;16.3;2.8;0.0;-999
06.07.2013;28660000.0;7.8;22.4;13.4;1.8;0.0;;;28660000.0;7.8;22.4;13.4;1.8;0.0;-999
07.07.2013;29130000.0;12.2;25.1;14.5;2.6;0.0;;;29130000.0;12.2;25.1;14.5;2.6;0.0;-999
08.07.2013;26790000.0;13.8;24.9;15.4;3.1;0.0;;;26790000.0;13.8;24.9;15.4;3.1;0.0;-999
09.07.2013;27940000.0;9.6;23.8;14.7;3.2;0.0;;;27940000.0;9.6;23.8;14.7;3.2;0.0;-999
10.07.2013;13600000.0;11.8;17.7;13.6;5.0;0.01;;;13600000.0;11.8;17.7;13.6;5.0;0.01;-999
11.07.2013;23970000.0;10.6;20.7;13.5;4.2;0.0;;;23970000.0;10.6;20.7;13.5;4.2;0.0;-999
12.07.2013;24520000.0;10.7;20.2;12.4;2.9;0.0;;;24520000.0;10.7;20.2;12.4;2.9;0.0;-999
13.07.2013;21210000.0;8.3;20.9;13.4;2.9;0.0;;;21210000.0;8.3;20.9;13.4;2.9;0.0;-999
14.07.2013;13060000.0;11.8;19.4;14.3;4.0;0.0;;;13060000.0;11.8;19.4;14.3;4.0;0.0;-999
15.07.2013;26450000.0;8.2;23.5;13.4;2.4;0.0;;;26450000.0;8.2;23.5;13.4;2.4;0.0;-999
16.07.2013;21550000.0;8.9;24.3;15.4;1.4;0.0;;;21550000.0;8.9;24.3;15.4;1.4;0.0;-999
17.07.2013;25110000.0;11.5;26.3;15.7;2.3;0.0;;;25110000.0;11.5;26.3;15.7;2.3;0.0;-999
18.07.2013;27670000.0;13.7;25.7;15.7;3.0;0.0;;;27670000.0;13.7;25.7;15.7;3.0;0.0;-999
19.07.2013;22250000.0;13.2;22.9;16.6;4.9;0.0;;;22250000.0;13.2;22.9;16.6;4.9;0.0;-999
20.07.2013;24580000.0;15.4;27.0;14.1;2.9;0.0;;;24580000.0;15.4;27.0;14.1;2.9;0.0;-999
21.07.2013;28350000.0;12.5;30.0;13.4;2.2;0.0;;;28350000.0;12.5;30.0;13.4;2.2;0.0;-999
22.07.2013;28220000.0;13.9;31.8;14.0;2.2;0.0;;;28220000.0;13.9;31.8;14.0;2.2;0.0;-999
23.07.2013;27270000.0;15.9;31.4;14.7;3.1;0.0;;;27270000.0;15.9;31.4;14.7;3.1;0.0;-999
24.07.2013;17580000.0;16.0;30.1;17.6;2.8;0.1;;;17580000.0;16.0;30.1;17.6;2.8;0.1;-999
25.07.2013;18780000.0;15.7;28.8;19.4;1.7;0.0;;;18780000.0;15.7;28.8;19.4;1.7;0.0;-999
26.07.2013;14440000.0;15.8;29.1;21.0;1.8;1.1;;;14440000.0;15.8;29.1;21.0;1.8;1.1;-999
27.07.2013;18140000.0;16.4;29.3;21.7;1.7;1.4300000000000002;;;18140000.0;16.4;29.3;21.7;1.7;1.4300000000000002;-999
28.07.2013;17040000.0;15.4;26.5;19.7;3.4;0.0;;;17040000.0;15.4;26.5;19.7;3.4;0.0;-999
29.07.2013;18510000.0;14.3;26.9;18.0;1.9;0.32;;;18510000.0;14.3;26.9;18.0;1.9;0.32;-999
30.07.2013;19610000.0;13.9;23.5;16.3;4.1;0.45999999999999996;;;19610000.0;13.9;23.5;16.3;4.1;0.45999999999999996;-999
31.07.2013;13540000.0;16.0;23.9;17.5;4.8;0.05;;;13540000.0;16.0;23.9;17.5;4.8;0.05;-999
01.08.2013;21470000.0;16.2;30.2;18.4;2.5;0.0;;;21470000.0;16.2;30.2;18.4;2.5;0.0;-999
02.08.2013;25990000.0;17.9;34.9;17.7;2.9;0.0;;;25990000.0;17.9;34.9;17.7;2.9;0.0;-999
03.08.2013;16730000.0;15.8;27.5;18.2;3.7;0.0;;;16730000.0;15.8;27.5;18.2;3.7;0.0;-999
04.08.2013;22080000.0;14.3;27.1;15.0;2.2;0.0;;;22080000.0;14.3;27.1;15.0;2.2;0.0;-999
05.08.2013;23640000.0;15.2;29.1;16.3;3.7;0.0;;;23640000.0;15.2;29.1;16.3;3.7;0.0;-999
06.08.2013;19220000.0;16.2;25.6;16.6;4.9;0.0;;;19220000.0;16.2;25.6;16.6;4.9;0.0;-999
07.08.2013;12160000.0;12.8;23.4;16.0;3.4;0.55;;;12160000.0;12.8;23.4;16.0;3.4;0.55;-999
