DAY;IRRAD;TMIN;TMAX;VAP;WIND;RAIN;SNOW;;;;;;;;
10.06.2012;18210000.0;11.1;20.3;11.9;4.1;0.0;;;18210000.0;11.1;20.3;11.9;4.1;0.0;-999
11.06.2012;23310000.0;8.9;21.2;12.2;2.8;0.01;;;23310000.0;8.9;21.2;12.2;2.8;0.01;-999
12.06.2012;17640000.0;8.5;21.3;12.9;3.4;0.0;;;17640000.0;8.5;21.3;12.9;3.4;0.0;-999
13.06.2012;19670000.0;7.6;17.1;10.0;4.0;0.0;;;19670000.0;7.6;17.1;10.0;4.0;0.0;-999
14.06.2012;17360000.0;6.8;16.6;9.5;2.1;0.0;;;17360000.0;6.8;16.6;9.5;2.1;0.0;-999
15.06.2012;12220000.0;6.4;18.8;13.4;3.8;0.16;;;12220000.0;6.4;18.8;13.4;3.8;0.16;-999
16.06.2012;11440000.0;12.8;21.2;15.8;4.0;0.6;;;11440000.0;12.8;21.2;15.8;4.0;0.6;-999
17.06.2012;19480000.0;11.3;20.7;13.0;4.9;0.0;;;19480000.0;11.3;20.7;13.0;4.9;0.0;-999
18.06.2012;15980000.0;9.7;23.4;14.2;4.5;0.05;;;15980000.0;9.7;23.4;14.2;4.5;0.05;-999
19.06.2012;18320000.0;9.1;21.1;12.9;1.7;0.0;;;18320000.0;9.1;21.1;12.9;1.7;0.0;-999
20.06.2012;12460000.0;13.8;21.2;15.2;3.8;0.0;;;12460000.0;13.8;21.2;15.2;3.8;0.0;-999
21.06.2012;24990000.0;12.6;24.0;13.9;4.2;0.01;;;24990000.0;12.6;24.0;13.9;4.2;0.01;-999
22.06.2012;22190000.0;12.0;21.6;12.9;5.3;0.26;;;22190000.0;12.0;21.6;12.9;5.3;0.26;-999
23.06.2012;22020000.0;9.7;20.6;11.4;4.8;0.0;;;22020000.0;9.7;20.6;11.4;4.8;0.0;-999
24.06.2012;5400000.0;11.3;15.6;13.5;4.5;1.81;;;5400000.0;11.3;15.6;13.5;4.5;1.81;-999
25.06.2012;14980000.0;10.4;17.8;12.7;7.3;0.48;;;14980000.0;10.4;17.8;12.7;7.3;0.48;-999
26.06.2012;13380000.0;7.9;17.3;12.1;5.3;0.04;;;13380000.0;7.9;17.3;12.1;5.3;0.04;-999
27.06.2012;8180000.0;6.9;20.3;15.9;2.2;0.25;;;8180000.0;6.9;20.3;15.9;2.2;0.25;-999
28.06.2012;;15.7;25.9;18.6;2.6;0.0;;;-999;15.7;25.9;18.6;2.6;0.0;-999
29.06.2012;16320000.0;14.7;27.3;19.8;2.9;0.19;;;16320000.0;14.7;27.3;19.8;2.9;0.19;-999
30.06.2012;24540000.0;13.0;25.4;15.9;3.1;0.0;;;24540000.0;13.0;25.4;15.9;3.1;0.0;-999
01.07.2012;20770000.0;9.5;22.4;13.7;4.1;0.27;;;20770000.0;9.5;22.4;13.7;4.1;0.27;-999
02.07.2012;20480000.0;8.3;21.1;12.6;2.8;0.0;;;20480000.0;8.3;21.1;12.6;2.8;0.0;-999
03.07.2012;22050000.0;11.1;23.7;15.0;2.3;0.0;;;22050000.0;11.1;23.7;15.0;2.3;0.0;-999
04.07.2012;26120000.0;13.1;26.4;16.4;2.6;0.0;;;26120000.0;13.1;26.4;16.4;2.6;0.0;-999
05.07.2012;18820000.0;16.9;26.3;19.3;4.3;0.03;;;18820000.0;16.9;26.3;19.3;4.3;0.03;-999
06.07.2012;18150000.0;16.7;26.6;19.2;3.5;0.0;;;18150000.0;16.7;26.6;19.2;3.5;0.0;-999
07.07.2012;19200000.0;12.9;26.0;16.8;2.2;0.0;;;19200000.0;12.9;26.0;16.8;2.2;0.0;-999
08.07.2012;15400000.0;14.0;25.5;17.3;4.0;0.49000000000000005;;;15400000.0;14.0;25.5;17.3;4.0;0.49000000000000005;-999
09.07.2012;13010000.0;14.7;21.0;15.7;6.0;0.41;;;13010000.0;14.7;21.0;15.7;6.0;0.41;-999
10.07.2012;16300000.0;14.1;23.4;15.7;3.9;0.06999999999999999;;;16300000.0;14.1;23.4;15.7;3.9;0.06999999999999999;-999
11.07.2012;14220000.0;11.0;20.6;13.8;4.6;0.05;;;14220000.0;11.0;20.6;13.8;4.6;0.05;-999
12.07.2012;16050000.0;9.9;17.7;13.0;4.7;0.39;;;16050000.0;9.9;17.7;13.0;4.7;0.39;-999
13.07.2012;12120000.0;9.6;18.3;14.3;2.3;0.04;;;12120000.0;9.6;18.3;14.3;2.3;0.04;-999
14.07.2012;11530000.0;10.4;19.3;14.8;4.3;0.08;;;11530000.0;10.4;19.3;14.8;4.3;0.08;-999
15.07.2012;17970000.0;9.9;20.2;12.5;3.4;0.09;;;17970000.0;9.9;20.2;12.5;3.4;0.09;-999
16.07.2012;13460000.0;9.1;20.3;13.1;4.5;0.8099999999999999;;;13460000.0;9.1;20.3;13.1;4.5;0.8099999999999999;-999
17.07.2012;18680000.0;13.3;21.7;14.8;4.7;0.5;;;18680000.0;13.3;21.7;14.8;4.7;0.5;-999
18.07.2012;11270000.0;14.1;22.1;16.0;4.6;2.19;;;11270000.0;14.1;22.1;16.0;4.6;2.19;-999
19.07.2012;13920000.0;10.8;18.7;14.3;6.3;0.52;;;13920000.0;10.8;18.7;14.3;6.3;0.52;-999
20.07.2012;18750000.0;8.8;18.1;11.4;4.9;0.0;;;18750000.0;8.8;18.1;11.4;4.9;0.0;-999
21.07.2012;18870000.0;7.7;18.3;10.9;4.1;0.0;;;18870000.0;7.7;18.3;10.9;4.1;0.0;-999
22.07.2012;20240000.0;6.7;20.9;11.5;1.8;0.0;;;20240000.0;6.7;20.9;11.5;1.8;0.0;-999
23.07.2012;27080000.0;11.5;25.4;12.2;2.7;0.0;;;27080000.0;11.5;25.4;12.2;2.7;0.0;-999
24.07.2012;26640000.0;12.7;28.4;12.9;2.4;0.0;;;26640000.0;12.7;28.4;12.9;2.4;0.0;-999
25.07.2012;25740000.0;15.6;30.9;16.3;2.6;0.0;;;25740000.0;15.6;30.9;16.3;2.6;0.0;-999
26.07.2012;24760000.0;14.8;26.6;17.3;3.3;0.0;;;24760000.0;14.8;26.6;17.3;3.3;0.0;-999
27.07.2012;24100000.0;14.1;31.7;18.0;3.3;0.08;;;24100000.0;14.1;31.7;18.0;3.3;0.08;-999
28.07.2012;9610000.0;13.3;20.9;17.3;3.1;1.8199999999999998;;;9610000.0;13.3;20.9;17.3;3.1;1.8199999999999998;-999
29.07.2012;16090000.0;11.7;22.5;14.3;3.9;0.12;;;16090000.0;11.7;22.5;14.3;3.9;0.12;-999
30.07.2012;18430000.0;10.5;20.4;12.5;4.0;0.33999999999999997;;;18430000.0;10.5;20.4;12.5;4.0;0.33999999999999997;-999
31.07.2012;14760000.0;8.4;19.8;12.3;2.6;0.05;;;14760000.0;8.4;19.8;12.3;2.6;0.05;-999
01.08.2012;23710000.0;13.5;26.9;15.1;3.1;0.0;;;23710000.0;13.5;26.9;15.1;3.1;0.0;-999
02.08.2012;17590000.0;14.3;26.1;16.6;3.7;0.04;;;17590000.0;14.3;26.1;16.6;3.7;0.04;-999
03.08.2012;19020000.0;11.6;25.5;15.1;2.9;0.03;;;19020000.0;11.6;25.5;15.1;2.9;0.03;-999
04.08.2012;16340000.0;12.2;24.2;15.7;2.0;0.05;;;16340000.0;12.2;24.2;15.7;2.0;0.05;-999
05.08.2012;14530000.0;12.8;24.2;17.1;2.0;0.67;;;14530000.0;12.8;24.2;17.1;2.0;0.67;-999
06.08.2012;13920000.0;13.7;23.0;16.7;4.0;0.6900000000000001;;;13920000.0;13.7;23.0;16.7;4.0;0.6900000000000001;-999
07.08.2012;10260000.0;13.8;19.0;15.2;5.0;0.49000000000000005;;;10260000.0;13.8;19.0;15.2;5.0;0.49000000000000005;-999
08.08.2012;15630000.0;12.0;22.2;15.2;3.9;0.02;;;15630000.0;12.0;22.2;15.2;3.9;0.02;-999
09.08.2012;17910000.0;8.5;20.8;12.9;3.1;0.02;;;17910000.0;8.5;20.8;12.9;3.1;0.02;-999
10.08.2012;9470000.0;11.3;19.2;13.9;2.9;0.0;;;9470000.0;11.3;19.2;13.9;2.9;0.0;-999
11.08.2012;21150000.0;10.4;22.6;13.5;2.1;0.0;;;21150000.0;10.4;22.6;13.5;2.1;0.0;-999
12.08.2012;24690000.0;9.9;23.4;11.7;3.8;0.0;;;24690000.0;9.9;23.4;11.7;3.8;0.0;-999
13.08.2012;23910000.0;9.8;24.0;10.6;4.5;0.0;;;23910000.0;9.8;24.0;10.6;4.5;0.0;-999
14.08.2012;22830000.0;12.4;26.1;11.7;4.1;0.0;;;22830000.0;12.4;26.1;11.7;4.1;0.0;-999
15.08.2012;22010000.0;15.8;25.7;12.9;4.9;1.19;;;22010000.0;15.8;25.7;12.9;4.9;1.19;-999
16.08.2012;16140000.0;14.9;24.3;15.7;3.0;0.0;;;16140000.0;14.9;24.3;15.7;3.0;0.0;-999
17.08.2012;20960000.0;13.9;27.6;15.9;1.8;0.0;;;20960000.0;13.9;27.6;15.9;1.8;0.0;-999
18.08.2012;21010000.0;16.2;30.0;15.8;3.2;0.0;;;21010000.0;16.2;30.0;15.8;3.2;0.0;-999
19.08.2012;21300000.0;18.6;35.0;19.2;2.5;0.0;;;21300000.0;18.6;35.0;19.2;2.5;0.0;-999
20.08.2012;17750000.0;16.9;30.3;20.4;3.7;0.0;;;17750000.0;16.9;30.3;20.4;3.7;0.0;-999
21.08.2012;14520000.0;12.2;23.9;17.2;1.9;0.0;;;14520000.0;12.2;23.9;17.2;1.9;0.0;-999
22.08.2012;15960000.0;12.3;23.8;15.3;5.3;0.0;;;15960000.0;12.3;23.8;15.3;5.3;0.0;-999
23.08.2012;13110000.0;11.6;22.6;14.3;3.1;0.12;;;13110000.0;11.6;22.6;14.3;3.1;0.12;-999
24.08.2012;10050000.0;13.1;21.0;14.7;2.3;0.13999999999999999;;;10050000.0;13.1;21.0;14.7;2.3;0.13999999999999999;-999
25.08.2012;13010000.0;13.6;24.2;16.1;3.9;0.5900000000000001;;;13010000.0;13.6;24.2;16.1;3.9;0.5900000000000001;-999
26.08.2012;8810000.0;11.5;20.6;15.3;4.6;0.42000000000000004;;;8810000.0;11.5;20.6;15.3;4.6;0.42000000000000004;-999
27.08.2012;17860000.0;9.1;21.1;12.8;2.9;0.06;;;17860000.0;9.1;21.1;12.8;2.9;0.06;-999
28.08.2012;9600000.0;13.5;23.0;15.1;3.1;0.0;;;9600000.0;13.5;23.0;15.1;3.1;0.0;-999
29.08.2012;15840000.0;10.7;26.1;15.4;1.9;0.0;;;15840000.0;10.7;26.1;15.4;1.9;0.0;-999
30.08.2012;12250000.0;11.3;20.8;14.4;1.9;0.0;;;12250000.0;11.3;20.8;14.4;1.9;0.0;-999
31.08.2012;9910000.0;9.8;18.4;13.1;3.2;0.02;;;9910000.0;9.8;18.4;13.1;3.2;0.02;-999
01.09.2012;12440000.0;9.0;19.1;11.4;2.4;0.0;;;12440000.0;9.0;19.1;11.4;2.4;0.0;-999
02.09.2012;17150000.0;7.4;21.8;11.9;2.3;0.0;;;17150000.0;7.4;21.8;11.9;2.3;0.0;-999
03.09.2012;13220000.0;10.2;22.3;14.9;2.2;0.0;;;13220000.0;10.2;22.3;14.9;2.2;0.0;-999
04.09.2012;18330000.0;8.6;24.8;14.3;2.4;0.0;;;18330000.0;8.6;24.8;14.3;2.4;0.0;-999
05.09.2012;11550000.0;10.8;20.0;12.6;3.8;0.0;;;11550000.0;10.8;20.0;12.6;3.8;0.0;-999
06.09.2012;11980000.0;8.4;19.1;10.7;3.6;0.0;;;11980000.0;8.4;19.1;10.7;3.6;0.0;-999
07.09.2012;5700000.0;12.3;20.5;15.1;5.2;0.0;;;5700000.0;12.3;20.5;15.1;5.2;0.0;-999
08.09.2012;11530000.0;11.7;23.6;16.6;3.6;0.0;;;11530000.0;11.7;23.6;16.6;3.6;0.0;-999
09.09.2012;17410000.0;11.2;28.4;15.4;2.6;0.0;;;17410000.0;11.2;28.4;15.4;2.6;0.0;-999
10.09.2012;13480000.0;13.4;26.5;15.1;3.1;0.16999999999999998;;;13480000.0;13.4;26.5;15.1;3.1;0.16999999999999998;-999
11.09.2012;5590000.0;8.5;19.9;16.1;3.4;0.27;;;5590000.0;8.5;19.9;16.1;3.4;0.27;-999
12.09.2012;12080000.0;6.7;16.9;10.5;3.3;0.16;;;12080000.0;6.7;16.9;10.5;3.3;0.16;-999
13.09.2012;9580000.0;5.9;16.8;10.8;1.9;0.0;;;9580000.0;5.9;16.8;10.8;1.9;0.0;-999
14.09.2012;4240000.0;9.6;14.8;12.5;5.5;0.05;;;4240000.0;9.6;14.8;12.5;5.5;0.05;-999
15.09.2012;7880000.0;10.2;17.9;13.3;3.9;0.0;;;7880000.0;10.2;17.9;13.3;3.9;0.0;-999
16.09.2012;15610000.0;8.6;21.2;12.8;3.4;0.0;;;15610000.0;8.6;21.2;12.8;3.4;0.0;-999
17.09.2012;8640000.0;10.5;20.4;14.4;3.5;0.02;;;8640000.0;10.5;20.4;14.4;3.5;0.02;-999
18.09.2012;5970000.0;6.9;16.8;13.2;3.9;0.04;;;5970000.0;6.9;16.8;13.2;3.9;0.04;-999
19.09.2012;13700000.0;5.1;16.4;9.0;4.3;0.02;;;13700000.0;5.1;16.4;9.0;4.3;0.02;-999
20.09.2012;11080000.0;3.6;16.3;9.5;3.7;0.0;;;11080000.0;3.6;16.3;9.5;3.7;0.0;-999
21.09.2012;6980000.0;7.3;15.8;9.3;2.8;0.01;;;6980000.0;7.3;15.8;9.3;2.8;0.01;-999
22.09.2012;11040000.0;3.7;15.2;10.1;3.7;0.37;;;11040000.0;3.7;15.2;10.1;3.7;0.37;-999
23.09.2012;11890000.0;1.6;15.8;8.8;2.0;1.17;;;11890000.0;1.6;15.8;8.8;2.0;1.17;-999
24.09.2012;3470000.0;9.1;16.1;11.6;6.0;0.49000000000000005;;;3470000.0;9.1;16.1;11.6;6.0;0.49000000000000005;-999
25.09.2012;3950000.0;10.5;16.4;12.0;4.3;0.05;;;3950000.0;10.5;16.4;12.0;4.3;0.05;-999
26.09.2012;4330000.0;10.6;15.4;12.8;3.3;0.27999999999999997;;;4330000.0;10.6;15.4;12.8;3.3;0.27999999999999997;-999
27.09.2012;5120000.0;8.7;15.4;12.5;4.0;0.31;;;5120000.0;8.7;15.4;12.5;4.0;0.31;-999
28.09.2012;6670000.0;8.9;16.6;12.1;4.1;0.01;;;6670000.0;8.9;16.6;12.1;4.1;0.01;-999
29.09.2012;7250000.0;8.5;16.2;11.3;4.8;0.12;;;7250000.0;8.5;16.2;11.3;4.8;0.12;-999
30.09.2012;12480000.0;6.5;16.5;10.1;4.0;0.0;;;12480000.0;6.5;16.5;10.1;4.0;0.0;-999
01.10.2012;12200000.0;4.7;17.7;10.9;3.0;0.06;;;12200000.0;4.7;17.7;10.9;3.0;0.06;-999
02.10.2012;7780000.0;11.0;17.0;13.2;3.8;0.0;;;7780000.0;11.0;17.0;13.2;3.8;0.0;-999
03.10.2012;3840000.0;10.5;16.3;13.2;4.6;1.3900000000000001;;;3840000.0;10.5;16.3;13.2;4.6;1.3900000000000001;-999
04.10.2012;3590000.0;7.6;12.9;11.4;3.5;1.08;;;3590000.0;7.6;12.9;11.4;3.5;1.08;-999
05.10.2012;3160000.0;8.5;17.4;11.4;6.2;1.7899999999999998;;;3160000.0;8.5;17.4;11.4;6.2;1.7899999999999998;-999
06.10.2012;6050000.0;5.2;13.8;10.6;3.4;1.02;;;6050000.0;5.2;13.8;10.6;3.4;1.02;-999
07.10.2012;9660000.0;4.0;14.7;9.7;4.7;0.1;;;9660000.0;4.0;14.7;9.7;4.7;0.1;-999
08.10.2012;8550000.0;1.2;13.6;8.9;2.6;0.0;;;8550000.0;1.2;13.6;8.9;2.6;0.0;-999
09.10.2012;9460000.0;1.2;13.3;8.2;3.6;0.01;;;9460000.0;1.2;13.3;8.2;3.6;0.01;-999
10.10.2012;7900000.0;4.2;13.2;9.2;2.7;0.0;;;7900000.0;4.2;13.2;9.2;2.7;0.0;-999
11.10.2012;10750000.0;1.9;13.9;8.9;2.4;0.0;;;10750000.0;1.9;13.9;8.9;2.4;0.0;-999
12.10.2012;2240000.0;5.4;11.5;9.7;5.2;0.63;;;2240000.0;5.4;11.5;9.7;5.2;0.63;-999
13.10.2012;6360000.0;6.0;12.4;10.0;4.4;0.02;;;6360000.0;6.0;12.4;10.0;4.4;0.02;-999
14.10.2012;5590000.0;6.4;11.7;9.0;4.2;0.0;;;5590000.0;6.4;11.7;9.0;4.2;0.0;-999
15.10.2012;5220000.0;3.2;13.0;9.0;3.7;0.06999999999999999;;;5220000.0;3.2;13.0;9.0;3.7;0.06999999999999999;-999
16.10.2012;4450000.0;6.6;11.9;9.6;5.7;0.05;;;4450000.0;6.6;11.9;9.6;5.7;0.05;-999
17.10.2012;4360000.0;6.7;13.8;11.2;4.3;0.04;;;4360000.0;6.7;13.8;11.2;4.3;0.04;-999
18.10.2012;6600000.0;12.3;21.1;13.5;3.7;0.0;;;6600000.0;12.3;21.1;13.5;3.7;0.0;-999
19.10.2012;7580000.0;11.5;22.1;13.5;2.4;0.0;;;7580000.0;11.5;22.1;13.5;2.4;0.0;-999
20.10.2012;5470000.0;10.9;20.5;14.9;2.2;0.0;;;5470000.0;10.9;20.5;14.9;2.2;0.0;-999
21.10.2012;5020000.0;12.8;20.0;15.4;2.6;0.0;;;5020000.0;12.8;20.0;15.4;2.6;0.0;-999
22.10.2012;2410000.0;12.3;15.0;14.6;4.1;0.0;;;2410000.0;12.3;15.0;14.6;4.1;0.0;-999
23.10.2012;1360000.0;11.0;12.3;12.5;2.8;0.09;;;1360000.0;11.0;12.3;12.5;2.8;0.09;-999
24.10.2012;1900000.0;10.3;12.3;12.3;1.6;0.22000000000000003;;;1900000.0;10.3;12.3;12.3;1.6;0.22000000000000003;-999
25.10.2012;4100000.0;5.1;12.4;10.6;4.2;0.16;;;4100000.0;5.1;12.4;10.6;4.2;0.16;-999
26.10.2012;6070000.0;-0.4;6.6;5.5;2.8;0.0;;;6070000.0;-0.4;6.6;5.5;2.8;0.0;-999
27.10.2012;6850000.0;-4.4;7.2;5.3;2.6;0.0;;;6850000.0;-4.4;7.2;5.3;2.6;0.0;-999
28.10.2012;8130000.0;-5.2;8.8;5.8;2.2;0.0;;;8130000.0;-5.2;8.8;5.8;2.2;0.0;-999
29.10.2012;2370000.0;0.3;6.4;6.7;5.3;0.24;;;2370000.0;0.3;6.4;6.7;5.3;0.24;-999
30.10.2012;5580000.0;1.5;9.9;8.1;2.8;0.09;;;5580000.0;1.5;9.9;8.1;2.8;0.09;-999
31.10.2012;5760000.0;2.1;11.2;8.4;4.1;0.0;;;5760000.0;2.1;11.2;8.4;4.1;0.0;-999
01.11.2012;3250000.0;4.1;10.6;8.4;5.0;0.3;;;3250000.0;4.1;10.6;8.4;5.0;0.3;-999
02.11.2012;3080000.0;5.2;9.1;8.0;5.0;0.11000000000000001;;;3080000.0;5.2;9.1;8.0;5.0;0.11000000000000001;-999
03.11.2012;3160000.0;2.5;8.6;8.2;4.1;0.24;;;3160000.0;2.5;8.6;8.2;4.1;0.24;-999
04.11.2012;4970000.0;0.8;9.9;8.4;3.1;0.3;;;4970000.0;0.8;9.9;8.4;3.1;0.3;-999
05.11.2012;2800000.0;0.3;9.3;8.3;4.8;0.05;;;2800000.0;0.3;9.3;8.3;4.8;0.05;-999
06.11.2012;5260000.0;-2.0;9.5;8.0;4.9;0.25;;;5260000.0;-2.0;9.5;8.0;4.9;0.25;-999
07.11.2012;2110000.0;8.2;11.5;10.7;7.2;0.03;;;2110000.0;8.2;11.5;10.7;7.2;0.03;-999
08.11.2012;2120000.0;8.3;11.1;10.1;6.2;0.02;;;2120000.0;8.3;11.1;10.1;6.2;0.02;-999
09.11.2012;1780000.0;6.2;10.0;9.7;3.6;0.03;;;1780000.0;6.2;10.0;9.7;3.6;0.03;-999
10.11.2012;1910000.0;5.9;11.0;9.7;3.1;0.22000000000000003;;;1910000.0;5.9;11.0;9.7;3.1;0.22000000000000003;-999
11.11.2012;4600000.0;4.4;11.3;9.7;3.8;0.0;;;4600000.0;4.4;11.3;9.7;3.8;0.0;-999
12.11.2012;2440000.0;1.3;9.5;8.5;3.8;0.0;;;2440000.0;1.3;9.5;8.5;3.8;0.0;-999
13.11.2012;2150000.0;1.4;8.5;8.2;2.9;0.0;;;2150000.0;1.4;8.5;8.2;2.9;0.0;-999
14.11.2012;2790000.0;1.5;11.1;8.5;1.6;0.0;;;2790000.0;1.5;11.1;8.5;1.6;0.0;-999
15.11.2012;3640000.0;-1.6;4.0;6.2;1.6;0.0;;;3640000.0;-1.6;4.0;6.2;1.6;0.0;-999
16.11.2012;940000.0;-0.3;1.6;6.0;2.9;0.0;;;940000.0;-0.3;1.6;6.0;2.9;0.0;-999
17.11.2012;4330000.0;-0.6;6.5;6.7;3.1;0.03;;;4330000.0;-0.6;6.5;6.7;3.1;0.03;-999
18.11.2012;880000.0;1.7;8.6;9.6;1.9;0.5;;;880000.0;1.7;8.6;9.6;1.9;0.5;-999
19.11.2012;3290000.0;0.6;8.8;8.7;2.9;0.0;;;3290000.0;0.6;8.8;8.7;2.9;0.0;-999
20.11.2012;3660000.0;3.6;9.9;8.6;3.0;0.0;;;3660000.0;3.6;9.9;8.6;3.0;0.0;-999
21.11.2012;1340000.0;3.3;8.3;7.9;4.2;0.0;;;1340000.0;3.3;8.3;7.9;4.2;0.0;-999
22.11.2012;4470000.0;3.4;10.7;9.0;4.9;0.0;;;4470000.0;3.4;10.7;9.0;4.9;0.0;-999
23.11.2012;1180000.0;2.6;8.5;8.3;3.4;0.22999999999999998;;;1180000.0;2.6;8.5;8.3;3.4;0.22999999999999998;-999
24.11.2012;1680000.0;0.7;7.0;8.0;2.2;0.29;;;1680000.0;0.7;7.0;8.0;2.2;0.29;-999
25.11.2012;2540000.0;7.0;13.2;9.0;8.0;0.0;;;2540000.0;7.0;13.2;9.0;8.0;0.0;-999
26.11.2012;2410000.0;3.7;9.6;8.4;3.6;0.3;;;2410000.0;3.7;9.6;8.4;3.6;0.3;-999
27.11.2012;1610000.0;3.1;9.0;8.9;2.0;0.0;;;1610000.0;3.1;9.0;8.9;2.0;0.0;-999
28.11.2012;1300000.0;-0.1;5.0;7.5;1.6;0.0;;;1300000.0;-0.1;5.0;7.5;1.6;0.0;-999
29.11.2012;760000.0;2.3;4.1;6.6;4.7;0.0;;;760000.0;2.3;4.1;6.6;4.7;0.0;-999
30.11.2012;3620000.0;-3.4;4.4;5.7;2.7;0.02;;;3620000.0;-3.4;4.4;5.7;2.7;0.02;-999
01.12.2012;1740000.0;1.1;4.9;7.0;4.5;0.18;;;1740000.0;1.1;4.9;7.0;4.5;0.18;-999
02.12.2012;780000.0;0.1;2.5;6.3;3.2;0.43;;;780000.0;0.1;2.5;6.3;3.2;0.43;-999
03.12.2012;1460000.0;-2.5;5.1;6.1;3.9;0.16999999999999998;;;1460000.0;-2.5;5.1;6.1;3.9;0.16999999999999998;-999
04.12.2012;1950000.0;-1.0;5.6;6.9;6.1;0.13;;;1950000.0;-1.0;5.6;6.9;6.1;0.13;-999
05.12.2012;2730000.0;-3.6;1.3;4.8;3.1;0.01;;;2730000.0;-3.6;1.3;4.8;3.1;0.01;-999
06.12.2012;2210000.0;-3.3;0.5;4.6;4.8;0.0;;;2210000.0;-3.3;0.5;4.6;4.8;0.0;-999
07.12.2012;2680000.0;-6.9;-0.1;4.4;4.2;0.0;;;2680000.0;-6.9;-0.1;4.4;4.2;0.0;-999
08.12.2012;2060000.0;-9.1;-1.0;4.1;1.6;0.26;;;2060000.0;-9.1;-1.0;4.1;1.6;0.26;-999
09.12.2012;850000.0;-1.8;4.1;6.6;6.0;0.73;;;850000.0;-1.8;4.1;6.6;6.0;0.73;-999
10.12.2012;480000.0;-0.1;3.3;6.2;5.4;0.03;;;480000.0;-0.1;3.3;6.2;5.4;0.03;-999
11.12.2012;3210000.0;-3.6;0.2;4.7;3.8;0.08;;;3210000.0;-3.6;0.2;4.7;3.8;0.08;-999
12.12.2012;1020000.0;-1.1;0.6;5.9;1.9;0.21000000000000002;;;1020000.0;-1.1;0.6;5.9;1.9;0.21000000000000002;-999
13.12.2012;1630000.0;-5.9;0.3;4.8;2.9;0.0;;;1630000.0;-5.9;0.3;4.8;2.9;0.0;-999
14.12.2012;1900000.0;-6.1;3.3;5.3;5.0;0.6799999999999999;;;1900000.0;-6.1;3.3;5.3;5.0;0.6799999999999999;-999
15.12.2012;2060000.0;3.2;9.4;8.7;3.9;0.16999999999999998;;;2060000.0;3.2;9.4;8.7;3.9;0.16999999999999998;-999
16.12.2012;940000.0;4.6;8.0;9.0;3.1;0.03;;;940000.0;4.6;8.0;9.0;3.1;0.03;-999
17.12.2012;1500000.0;2.9;6.2;8.6;2.7;0.39;;;1500000.0;2.9;6.2;8.6;2.7;0.39;-999
18.12.2012;580000.0;4.2;6.6;8.8;1.6;0.09;;;580000.0;4.2;6.6;8.8;1.6;0.09;-999
19.12.2012;500000.0;3.0;4.3;7.7;2.7;0.0;;;500000.0;3.0;4.3;7.7;2.7;0.0;-999
20.12.2012;800000.0;2.1;3.8;6.6;5.9;0.0;;;800000.0;2.1;3.8;6.6;5.9;0.0;-999
21.12.2012;1040000.0;-2.0;2.2;5.1;5.5;0.13999999999999999;;;1040000.0;-2.0;2.2;5.1;5.5;0.13999999999999999;-999
22.12.2012;370000.0;-1.9;1.7;5.6;4.1;0.9199999999999999;;;370000.0;-1.9;1.7;5.6;4.1;0.9199999999999999;-999
23.12.2012;410000.0;1.6;11.4;8.6;5.3;1.01;;;410000.0;1.6;11.4;8.6;5.3;1.01;-999
24.12.2012;790000.0;6.9;12.4;10.1;4.1;0.64;;;790000.0;6.9;12.4;10.1;4.1;0.64;-999
25.12.2012;820000.0;6.8;11.4;9.6;4.6;0.8;;;820000.0;6.8;11.4;9.6;4.6;0.8;-999
26.12.2012;2000000.0;5.6;7.9;8.5;5.8;0.51;;;2000000.0;5.6;7.9;8.5;5.8;0.51;-999
27.12.2012;1700000.0;0.4;8.5;7.9;6.3;0.04;;;1700000.0;0.4;8.5;7.9;6.3;0.04;-999
28.12.2012;2560000.0;-5.2;7.2;5.2;3.5;0.0;;;2560000.0;-5.2;7.2;5.2;3.5;0.0;-999
29.12.2012;1920000.0;7.1;11.3;9.8;5.8;0.0;;;1920000.0;7.1;11.3;9.8;5.8;0.0;-999
30.12.2012;1730000.0;5.5;11.0;8.3;7.2;0.18;;;1730000.0;5.5;11.0;8.3;7.2;0.18;-999
31.12.2012;860000.0;7.4;9.8;9.0;8.3;0.13999999999999999;;;860000.0;7.4;9.8;9.0;8.3;0.13999999999999999;-999
01.01.2013;590000.0;3.5;9.1;9.1;5.4;0.6900000000000001;;;590000.0;3.5;9.1;9.1;5.4;0.6900000000000001;-999
02.01.2013;1740000.0;4.2;7.1;8.2;5.6;0.18;;;1740000.0;4.2;7.1;8.2;5.6;0.18;-999
03.01.2013;560000.0;6.0;10.6;10.6;6.6;0.09;;;560000.0;6.0;10.6;10.6;6.6;0.09;-999
04.01.2013;360000.0;6.8;9.7;10.7;7.0;0.0;;;360000.0;6.8;9.7;10.7;7.0;0.0;-999
05.01.2013;590000.0;6.5;8.6;9.9;5.6;0.01;;;590000.0;6.5;8.6;9.9;5.6;0.01;-999
06.01.2013;410000.0;5.7;8.5;9.6;5.4;0.04;;;410000.0;5.7;8.5;9.6;5.4;0.04;-999
07.01.2013;1040000.0;5.5;7.5;9.2;2.5;0.0;;;1040000.0;5.5;7.5;9.2;2.5;0.0;-999
08.01.2013;430000.0;6.3;7.7;9.7;4.0;0.6900000000000001;;;430000.0;6.3;7.7;9.7;4.0;0.6900000000000001;-999
